FSMC	BCR1	FSMC_BCR1	CBURSTRW	FSMC_BCR1_CBURSTRW	A0000000	19	1	rw	CBURSTRW
FSMC	BCR1	FSMC_BCR1	ASYNCWAIT	FSMC_BCR1_ASYNCWAIT	A0000000	15	1	rw	ASYNCWAIT
FSMC	BCR1	FSMC_BCR1	EXTMOD	FSMC_BCR1_EXTMOD	A0000000	14	1	rw	EXTMOD
FSMC	BCR1	FSMC_BCR1	WAITEN	FSMC_BCR1_WAITEN	A0000000	13	1	rw	WAITEN
FSMC	BCR1	FSMC_BCR1	WREN	FSMC_BCR1_WREN	A0000000	12	1	rw	WREN
FSMC	BCR1	FSMC_BCR1	WAITCFG	FSMC_BCR1_WAITCFG	A0000000	11	1	rw	WAITCFG
FSMC	BCR1	FSMC_BCR1	WAITPOL	FSMC_BCR1_WAITPOL	A0000000	9	1	rw	WAITPOL
FSMC	BCR1	FSMC_BCR1	BURSTEN	FSMC_BCR1_BURSTEN	A0000000	8	1	rw	BURSTEN
FSMC	BCR1	FSMC_BCR1	FACCEN	FSMC_BCR1_FACCEN	A0000000	6	1	rw	FACCEN
FSMC	BCR1	FSMC_BCR1	MWID	FSMC_BCR1_MWID	A0000000	4	2	rw	MWID
FSMC	BCR1	FSMC_BCR1	MTYP	FSMC_BCR1_MTYP	A0000000	2	2	rw	MTYP
FSMC	BCR1	FSMC_BCR1	MUXEN	FSMC_BCR1_MUXEN	A0000000	1	1	rw	MUXEN
FSMC	BCR1	FSMC_BCR1	MBKEN	FSMC_BCR1_MBKEN	A0000000	0	1	rw	MBKEN
FSMC	BTR1	FSMC_BTR1	ACCMOD	FSMC_BTR1_ACCMOD	A0000004	28	2	rw	ACCMOD
FSMC	BTR1	FSMC_BTR1	DATLAT	FSMC_BTR1_DATLAT	A0000004	24	4	rw	DATLAT
FSMC	BTR1	FSMC_BTR1	CLKDIV	FSMC_BTR1_CLKDIV	A0000004	20	4	rw	CLKDIV
FSMC	BTR1	FSMC_BTR1	BUSTURN	FSMC_BTR1_BUSTURN	A0000004	16	4	rw	BUSTURN
FSMC	BTR1	FSMC_BTR1	DATAST	FSMC_BTR1_DATAST	A0000004	8	8	rw	DATAST
FSMC	BTR1	FSMC_BTR1	ADDHLD	FSMC_BTR1_ADDHLD	A0000004	4	4	rw	ADDHLD
FSMC	BTR1	FSMC_BTR1	ADDSET	FSMC_BTR1_ADDSET	A0000004	0	4	rw	ADDSET
FSMC	BCR2	FSMC_BCR2	CBURSTRW	FSMC_BCR2_CBURSTRW	A0000008	19	1	rw	CBURSTRW
FSMC	BCR2	FSMC_BCR2	ASYNCWAIT	FSMC_BCR2_ASYNCWAIT	A0000008	15	1	rw	ASYNCWAIT
FSMC	BCR2	FSMC_BCR2	EXTMOD	FSMC_BCR2_EXTMOD	A0000008	14	1	rw	EXTMOD
FSMC	BCR2	FSMC_BCR2	WAITEN	FSMC_BCR2_WAITEN	A0000008	13	1	rw	WAITEN
FSMC	BCR2	FSMC_BCR2	WREN	FSMC_BCR2_WREN	A0000008	12	1	rw	WREN
FSMC	BCR2	FSMC_BCR2	WAITCFG	FSMC_BCR2_WAITCFG	A0000008	11	1	rw	WAITCFG
FSMC	BCR2	FSMC_BCR2	WRAPMOD	FSMC_BCR2_WRAPMOD	A0000008	10	1	rw	WRAPMOD
FSMC	BCR2	FSMC_BCR2	WAITPOL	FSMC_BCR2_WAITPOL	A0000008	9	1	rw	WAITPOL
FSMC	BCR2	FSMC_BCR2	BURSTEN	FSMC_BCR2_BURSTEN	A0000008	8	1	rw	BURSTEN
FSMC	BCR2	FSMC_BCR2	FACCEN	FSMC_BCR2_FACCEN	A0000008	6	1	rw	FACCEN
FSMC	BCR2	FSMC_BCR2	MWID	FSMC_BCR2_MWID	A0000008	4	2	rw	MWID
FSMC	BCR2	FSMC_BCR2	MTYP	FSMC_BCR2_MTYP	A0000008	2	2	rw	MTYP
FSMC	BCR2	FSMC_BCR2	MUXEN	FSMC_BCR2_MUXEN	A0000008	1	1	rw	MUXEN
FSMC	BCR2	FSMC_BCR2	MBKEN	FSMC_BCR2_MBKEN	A0000008	0	1	rw	MBKEN
FSMC	BTR2	FSMC_BTR2	ACCMOD	FSMC_BTR2_ACCMOD	A000000C	28	2	rw	ACCMOD
FSMC	BTR2	FSMC_BTR2	DATLAT	FSMC_BTR2_DATLAT	A000000C	24	4	rw	DATLAT
FSMC	BTR2	FSMC_BTR2	CLKDIV	FSMC_BTR2_CLKDIV	A000000C	20	4	rw	CLKDIV
FSMC	BTR2	FSMC_BTR2	BUSTURN	FSMC_BTR2_BUSTURN	A000000C	16	4	rw	BUSTURN
FSMC	BTR2	FSMC_BTR2	DATAST	FSMC_BTR2_DATAST	A000000C	8	8	rw	DATAST
FSMC	BTR2	FSMC_BTR2	ADDHLD	FSMC_BTR2_ADDHLD	A000000C	4	4	rw	ADDHLD
FSMC	BTR2	FSMC_BTR2	ADDSET	FSMC_BTR2_ADDSET	A000000C	0	4	rw	ADDSET
FSMC	BCR3	FSMC_BCR3	CBURSTRW	FSMC_BCR3_CBURSTRW	A0000010	19	1	rw	CBURSTRW
FSMC	BCR3	FSMC_BCR3	ASYNCWAIT	FSMC_BCR3_ASYNCWAIT	A0000010	15	1	rw	ASYNCWAIT
FSMC	BCR3	FSMC_BCR3	EXTMOD	FSMC_BCR3_EXTMOD	A0000010	14	1	rw	EXTMOD
FSMC	BCR3	FSMC_BCR3	WAITEN	FSMC_BCR3_WAITEN	A0000010	13	1	rw	WAITEN
FSMC	BCR3	FSMC_BCR3	WREN	FSMC_BCR3_WREN	A0000010	12	1	rw	WREN
FSMC	BCR3	FSMC_BCR3	WAITCFG	FSMC_BCR3_WAITCFG	A0000010	11	1	rw	WAITCFG
FSMC	BCR3	FSMC_BCR3	WRAPMOD	FSMC_BCR3_WRAPMOD	A0000010	10	1	rw	WRAPMOD
FSMC	BCR3	FSMC_BCR3	WAITPOL	FSMC_BCR3_WAITPOL	A0000010	9	1	rw	WAITPOL
FSMC	BCR3	FSMC_BCR3	BURSTEN	FSMC_BCR3_BURSTEN	A0000010	8	1	rw	BURSTEN
FSMC	BCR3	FSMC_BCR3	FACCEN	FSMC_BCR3_FACCEN	A0000010	6	1	rw	FACCEN
FSMC	BCR3	FSMC_BCR3	MWID	FSMC_BCR3_MWID	A0000010	4	2	rw	MWID
FSMC	BCR3	FSMC_BCR3	MTYP	FSMC_BCR3_MTYP	A0000010	2	2	rw	MTYP
FSMC	BCR3	FSMC_BCR3	MUXEN	FSMC_BCR3_MUXEN	A0000010	1	1	rw	MUXEN
FSMC	BCR3	FSMC_BCR3	MBKEN	FSMC_BCR3_MBKEN	A0000010	0	1	rw	MBKEN
FSMC	BTR3	FSMC_BTR3	ACCMOD	FSMC_BTR3_ACCMOD	A0000014	28	2	rw	ACCMOD
FSMC	BTR3	FSMC_BTR3	DATLAT	FSMC_BTR3_DATLAT	A0000014	24	4	rw	DATLAT
FSMC	BTR3	FSMC_BTR3	CLKDIV	FSMC_BTR3_CLKDIV	A0000014	20	4	rw	CLKDIV
FSMC	BTR3	FSMC_BTR3	BUSTURN	FSMC_BTR3_BUSTURN	A0000014	16	4	rw	BUSTURN
FSMC	BTR3	FSMC_BTR3	DATAST	FSMC_BTR3_DATAST	A0000014	8	8	rw	DATAST
FSMC	BTR3	FSMC_BTR3	ADDHLD	FSMC_BTR3_ADDHLD	A0000014	4	4	rw	ADDHLD
FSMC	BTR3	FSMC_BTR3	ADDSET	FSMC_BTR3_ADDSET	A0000014	0	4	rw	ADDSET
FSMC	BCR4	FSMC_BCR4	CBURSTRW	FSMC_BCR4_CBURSTRW	A0000018	19	1	rw	CBURSTRW
FSMC	BCR4	FSMC_BCR4	ASYNCWAIT	FSMC_BCR4_ASYNCWAIT	A0000018	15	1	rw	ASYNCWAIT
FSMC	BCR4	FSMC_BCR4	EXTMOD	FSMC_BCR4_EXTMOD	A0000018	14	1	rw	EXTMOD
FSMC	BCR4	FSMC_BCR4	WAITEN	FSMC_BCR4_WAITEN	A0000018	13	1	rw	WAITEN
FSMC	BCR4	FSMC_BCR4	WREN	FSMC_BCR4_WREN	A0000018	12	1	rw	WREN
FSMC	BCR4	FSMC_BCR4	WAITCFG	FSMC_BCR4_WAITCFG	A0000018	11	1	rw	WAITCFG
FSMC	BCR4	FSMC_BCR4	WRAPMOD	FSMC_BCR4_WRAPMOD	A0000018	10	1	rw	WRAPMOD
FSMC	BCR4	FSMC_BCR4	WAITPOL	FSMC_BCR4_WAITPOL	A0000018	9	1	rw	WAITPOL
FSMC	BCR4	FSMC_BCR4	BURSTEN	FSMC_BCR4_BURSTEN	A0000018	8	1	rw	BURSTEN
FSMC	BCR4	FSMC_BCR4	FACCEN	FSMC_BCR4_FACCEN	A0000018	6	1	rw	FACCEN
FSMC	BCR4	FSMC_BCR4	MWID	FSMC_BCR4_MWID	A0000018	4	2	rw	MWID
FSMC	BCR4	FSMC_BCR4	MTYP	FSMC_BCR4_MTYP	A0000018	2	2	rw	MTYP
FSMC	BCR4	FSMC_BCR4	MUXEN	FSMC_BCR4_MUXEN	A0000018	1	1	rw	MUXEN
FSMC	BCR4	FSMC_BCR4	MBKEN	FSMC_BCR4_MBKEN	A0000018	0	1	rw	MBKEN
FSMC	BTR4	FSMC_BTR4	ACCMOD	FSMC_BTR4_ACCMOD	A000001C	28	2	rw	ACCMOD
FSMC	BTR4	FSMC_BTR4	DATLAT	FSMC_BTR4_DATLAT	A000001C	24	4	rw	DATLAT
FSMC	BTR4	FSMC_BTR4	CLKDIV	FSMC_BTR4_CLKDIV	A000001C	20	4	rw	CLKDIV
FSMC	BTR4	FSMC_BTR4	BUSTURN	FSMC_BTR4_BUSTURN	A000001C	16	4	rw	BUSTURN
FSMC	BTR4	FSMC_BTR4	DATAST	FSMC_BTR4_DATAST	A000001C	8	8	rw	DATAST
